timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0.891980,149,-2,-7,-13,-3,-2,-1,0,0
0.893258,150,0,2,3,-4,-2,-1,-2,-1
0.893271,151,-3,0,-2,-2,0,-2,-1,-1
0.906815,152,0,0,2,1,-2,-1,0,-1
0.906836,153,-1,-2,-1,-1,0,-2,-1,-1
0.908171,154,-1,-2,-3,-3,-1,1,-3,-2
0.908183,155,0,0,-2,-2,-1,0,-2,-1
0.929367,156,0,-2,-2,-5,-1,-1,0,-2
0.929381,157,-2,0,1,5,1,1,0,-1
0.929867,158,-2,-1,0,0,-1,-1,0,0
0.929875,159,-2,-3,-2,-1,0,-1,-1,-1
0.951889,160,-1,1,1,-4,0,-1,0,-2
0.951906,161,0,0,0,-3,-2,0,-2,0
0.952757,162,-3,-2,2,6,-2,0,-1,-1
0.952775,163,0,0,2,-2,1,-2,0,-2
0.966293,164,-1,0,-3,-3,-2,-1,-1,1
0.967230,165,2,2,3,3,0,1,1,1
0.975073,166,-5,-8,-5,-4,0,0,-1,-1
0.975090,167,-1,-8,-9,-3,-2,-1,0,0
0.989673,168,-3,5,2,-3,-4,-2,-1,0
0.989716,169,0,-1,-4,-3,-1,-1,-2,-2
0.991706,170,0,-1,-2,-1,0,-2,-2,-1
0.991720,171,1,-2,-1,0,0,1,-2,0
1.011966,172,-1,1,3,4,2,0,0,-2
1.011989,173,-1,-3,0,-5,-3,-2,-1,-3
1.012752,174,1,1,-1,-6,-2,-1,-1,-2
1.014394,175,-2,-3,-2,4,-1,-1,-1,0
1.026525,176,1,-4,-3,3,1,0,-2,-1
1.026554,177,-3,1,6,-1,1,-1,-1,1
1.034474,178,1,0,-2,0,0,-1,-1,0
1.034495,179,-2,0,0,-4,-3,-2,-1,-3
1.049504,180,2,0,-4,-2,1,-1,-1,1
1.049521,181,0,-1,-3,-4,-1,-1,0,-2
1.050312,182,-1,-4,-1,1,-2,0,0,0
1.050322,183,-3,1,6,2,1,-1,0,-1
1.071755,184,2,1,-1,2,-1,-1,-2,0
1.071771,185,-4,-2,-1,-4,-2,-1,-2,-2
1.072358,186,1,2,-5,-1,0,-1,0,-2
1.072364,187,0,1,-2,-2,-4,0,-1,-1
1.086171,188,0,1,1,-5,0,-2,0,-1
1.086194,189,0,0,1,6,-1,-2,0,-1
1.094243,190,0,-2,3,1,-1,-1,-1,-1
1.094260,191,-2,-7,-7,-4,-1,0,-3,1
1.109384,192,-1,-1,0,-4,-2,-2,-2,-1
1.109403,193,-1,0,-3,2,-1,0,0,0
1.110199,194,1,-2,0,-2,-1,0,0,0
1.110210,195,0,1,1,2,0,-1,-1,-3
1.133222,196,-5,-2,-3,-6,-1,0,-1,-1
1.133243,197,-1,0,0,2,0,0,-1,0
1.133245,198,-2,0,1,1,-1,-3,-1,-1
1.133247,199,-2,-1,-5,-5,-2,-2,-1,0
1.146403,200,-1,-3,0,0,-1,-1,0,0
1.146614,201,1,1,1,-3,-2,0,-2,1
1.154259,202,1,-1,-3,1,-2,-2,-1,-2
1.154277,203,-3,-3,-5,0,-2,1,0,0
1.169255,204,-1,-3,-3,-2,0,-2,0,0
1.169274,205,-1,-3,-3,0,-1,-2,0,-3
1.169995,206,-3,5,4,-6,-3,0,1,0
1.170006,207,2,1,2,-5,1,0,-1,-1
1.191815,208,1,-2,1,6,0,-2,-1,0
1.191833,209,-1,-1,-2,-1,0,0,-1,-1
1.192633,210,-3,-3,1,0,-1,0,0,-1
1.192643,211,-2,1,1,1,-3,-1,-1,-1
1.206089,212,-2,-2,0,-1,0,0,-1,0
1.206106,213,-1,-2,-4,-5,-3,0,-4,-1
1.214354,214,0,0,-2,-2,1,-1,-1,1
1.214377,215,0,-2,0,0,-2,0,0,-2
1.229814,216,-1,-2,-4,0,-2,-1,-2,-4
1.229843,217,-2,-1,3,1,0,-2,-1,-2
1.230063,218,0,-2,0,-3,0,-1,-3,-1
1.230085,219,1,-1,-2,1,-1,-2,-1,0
1.252007,220,-1,0,1,-2,1,-2,-3,-1
1.252039,221,2,-1,-4,0,-1,0,-1,-1
1.254028,222,-2,-4,-5,-2,-1,-2,-2,0
1.254039,223,-1,-1,7,0,-2,-2,0,-2
1.274926,224,0,3,4,1,1,1,-1,-1
1.274943,225,-5,-3,-1,-1,-2,0,1,-2
1.275744,226,-3,-1,-2,0,0,-1,0,0
1.275760,227,2,-1,-8,-8,-2,1,-1,-2
1.297588,228,-2,-3,-1,5,0,-1,0,0
1.297611,229,1,0,0,-2,-1,-1,-1,-1
1.299206,230,-1,-1,-3,-2,3,1,1,-1
1.299217,231,-2,1,1,0,3,-1,-1,-1
1.311974,232,-1,1,-1,2,-2,-1,-1,-2
1.311992,233,-1,-3,-3,-2,0,-1,1,-1
1.313163,234,-2,-2,-4,-3,-4,-3,-2,-1
1.313171,235,0,1,0,-2,1,-1,-1,-1
1.335659,236,1,0,0,-5,0,-2,1,-1
1.335678,237,1,1,3,5,-1,-1,-1,1
1.335734,238,1,-3,1,3,1,-2,0,-3
1.335800,239,-2,-3,-1,-2,-1,0,-1,-2
1.357555,240,1,-2,-6,0,-2,-2,0,0
1.357577,241,-1,0,-2,-5,-1,0,1,-1
1.359230,242,1,3,3,0,-1,-1,-1,-1
1.359251,243,-3,-3,-2,-2,-2,-1,0,0
1.371922,244,2,0,-1,-4,-3,0,-2,0
1.371947,245,-1,-4,-2,-2,0,0,-1,2
