timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.298965,231,-8,11,6,6,7,3,10,1
1.306933,232,14,33,2,0,0,0,0,15
1.306963,233,-8,-41,-10,0,4,2,2,0
1.321911,234,21,16,-4,0,0,-3,-4,-5
1.321934,235,-17,21,-3,-6,-6,-3,-3,-3
1.322607,236,7,-45,-2,0,-3,1,1,-1
1.322612,237,-4,17,-4,-4,-4,-4,0,-5
1.344598,238,15,-23,-2,-3,-2,0,-1,0
1.344712,239,-8,26,2,1,3,1,-2,0
1.346604,240,-9,26,4,6,5,0,3,4
1.346618,241,-21,-9,19,5,5,2,-1,-1
1.367416,242,6,37,-16,-4,-6,-6,-10,-7
1.367428,243,5,-55,-3,-2,-10,-5,7,-4
1.368341,244,6,-25,-2,-3,-2,3,-3,8
1.368361,245,-14,-6,-10,-2,2,1,1,-6
1.382597,246,11,12,5,2,0,0,3,2
1.382612,247,-14,2,-2,2,4,0,-5,3
1.382616,248,19,9,8,3,1,1,1,0
1.382619,249,-10,-22,-8,0,3,1,-1,0
1.404414,250,-24,-4,0,-3,1,2,3,4
1.404429,251,46,10,-18,-1,4,0,-6,-9
1.406337,252,10,7,20,-7,-16,-5,2,-1
1.406342,253,-2,23,3,-2,-5,-2,-3,-1
1.427945,254,4,-16,2,0,-2,-2,1,-2
1.428027,255,-13,-34,9,3,6,3,-3,-2
1.428313,256,-17,22,-15,1,7,3,-6,5
1.428325,257,11,2,-2,-6,-9,-7,1,-16
1.441881,258,13,5,-5,-3,-1,0,2,7
1.441918,259,2,42,12,0,-1,-3,-5,-2
1.442548,260,-15,-51,4,-1,-1,-3,0,-5
1.442610,261,12,10,-3,4,6,4,2,6
1.464379,262,10,-26,-11,-2,5,1,0,-2
1.464396,263,9,9,3,-7,-11,-3,-5,-4
1.466160,264,-24,8,-11,0,7,1,-1,-1
1.466174,265,16,26,19,2,-1,1,0,6
1.487537,266,-18,-25,-5,-3,-7,-3,-3,-13
1.487557,267,5,10,-2,3,3,1,2,5
1.488292,268,9,14,-2,-2,-2,-3,-5,-4
1.488309,269,-38,-9,1,1,3,1,10,5
1.502050,270,36,27,-9,-3,-3,-1,-5,-1
1.502068,271,-12,-19,3,2,3,2,4,1
1.502749,272,-7,34,-6,-3,-4,0,-2,-5
1.502767,273,-17,-45,1,2,-2,-3,-5,0
1.524225,274,3,16,15,0,-5,-2,0,-1
1.524246,275,-13,15,-15,-1,5,6,4,5
1.532283,276,20,39,11,2,-6,-5,-6,-3
1.532313,277,-25,-54,10,-2,-4,-2,0,-1
1.547782,278,4,-5,-3,-1,-1,-1,1,1
1.547793,279,-13,4,-8,-3,-3,-4,-6,-3
